Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Previous_Scores,Tutoring_Sessions,Exam_Score
0.5049032923535357,0.34834904187938104,-1.5620275141544357,1.2884759823788006,-0.14378904602281084,-1.2138425865150186,0
-0.16281008886740267,-1.3836313319002556,-1.5620275141544357,-0.14347705640618422,-1.1160258281147628,0.4114199464882701,0
0.6718316376587707,1.5607353035251268,-0.12425713438035438,-0.14347705640618422,1.106229673809699,0.4114199464882701,1
1.5064733641849446,0.7813441353242901,-1.5620275141544357,-0.14347705640618422,1.5923480648556747,-0.40121132001337423,1
-0.16281008886740267,1.0411411913912363,-0.12425713438035438,-0.14347705640618422,-0.6993529215039259,1.2240512129899146,1
-0.16281008886740267,0.6947451166353087,-0.12425713438035438,-0.14347705640618422,0.9673387049394202,1.2240512129899146,1
1.5064733641849446,0.34834904187938104,-0.12425713438035438,-1.575430095191169,-0.49101646819850747,-0.40121132001337423,0
0.8387599829640059,-0.1712450702545096,-1.5620275141544357,1.2884759823788006,-1.7410351880310175,-0.40121132001337423,0
-0.4966667794778724,1.2143392287691992,-0.12425713438035438,1.2884759823788006,0.34232934502316553,-1.2138425865150186,0
0.5049032923535357,1.5607353035251268,-0.12425713438035438,-0.14347705640618422,-0.2826800148930898,-1.2138425865150186,1
-0.4966667794778724,0.0019529671234534323,-1.5620275141544357,1.2884759823788006,0.8978932205042807,2.036682479491559,0
-0.4966667794778724,1.4741362848361454,-0.12425713438035438,1.2884759823788006,0.8284477360691411,0.4114199464882701,1
0.1710466017430667,0.26175002319039953,-0.12425713438035438,-0.14347705640618422,1.5229025804205352,0.4114199464882701,1
-1.8320935419197506,0.17515100450141802,-0.12425713438035438,-0.14347705640618422,-0.21323453045795032,0.4114199464882701,0
-1.665165196614516,-0.1712450702545096,-0.12425713438035438,1.2884759823788006,-0.07434356158767134,-0.40121132001337423,0
-0.4966667794778724,-1.0372352571443277,-0.12425713438035438,-0.14347705640618422,-0.3521254993282285,0.4114199464882701,0
-0.9974518153935765,-1.7300274066561832,-0.12425713438035438,-1.575430095191169,-0.6993529215039259,-1.2138425865150186,0
0.3379749470483018,-0.8640372197663648,-1.5620275141544357,-0.14347705640618422,0.48122031389344455,-0.40121132001337423,0
-0.8305234700883418,0.0019529671234534323,-0.12425713438035438,-0.14347705640618422,1.106229673809699,1.2240512129899146,0
-1.3313085060040462,-0.43104212632145567,-0.12425713438035438,1.2884759823788006,-1.1854713125499023,1.2240512129899146,0
1.5064733641849446,-0.1712450702545096,-0.12425713438035438,-0.14347705640618422,1.6617935492908142,-1.2138425865150186,0
-0.16281008886740267,1.6473343222141084,-0.12425713438035438,1.2884759823788006,0.6201112827637227,-0.40121132001337423,1
0.004118256437832024,-0.5176411450104372,-0.12425713438035438,1.2884759823788006,0.9673387049394202,-0.40121132001337423,0
-1.498236851309281,-0.1712450702545096,1.313513245393727,-0.14347705640618422,1.7312390337259538,-0.40121132001337423,0
-0.4966667794778724,-1.297032313211274,-1.5620275141544357,1.2884759823788006,-0.004898077152531865,0.4114199464882701,0
